gen,clust,net,n_nodes,n_edges,seed,stat,dt,value
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,cluster_mean_kcore,mean_l1,0.020840436896015578
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,cluster_mean_kcore,rmse,0.047936676865151635
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,cluster_n_concomp,emd,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,cluster_n_concomp,mean_l1,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,cluster_n_concomp,rmse,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,cluster_frac_giant_ccomp,emd,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,cluster_frac_giant_ccomp,mean_l1,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,cluster_frac_giant_ccomp,rmse,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,cluster_pseudo_diameter,emd,0.9480427046263343
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,cluster_pseudo_diameter,mean_l1,0.9765124555160143
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,cluster_pseudo_diameter,rmse,1.6940339104279216
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_deg_assort,emd,0.00802102650114666
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_deg_assort,mean_l1,0.039503956179890484
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_deg_assort,rmse,0.07970409787143845
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_global_ccoeff,emd,0.0028635849499683993
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_global_ccoeff,mean_l1,0.004363101664725486
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_global_ccoeff,rmse,0.0163189994618858
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_local_ccoeff,emd,0.002294408470730783
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_local_ccoeff,mean_l1,0.007123356261006306
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_local_ccoeff,rmse,0.022225746044332636
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_mean_degree,emd,0.006474505568554524
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_mean_degree,mean_l1,0.006503262892685504
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_mean_degree,rmse,0.017772463224631628
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_mean_kcore,emd,0.019638661059422895
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_mean_kcore,mean_l1,0.020643280266605488
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_mean_kcore,rmse,0.046985385493742864
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_n_concomp,emd,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_n_concomp,mean_l1,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_n_concomp,rmse,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_frac_giant_ccomp,emd,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_frac_giant_ccomp,mean_l1,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_frac_giant_ccomp,rmse,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_pseudo_diameter,emd,0.9466192170818503
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_pseudo_diameter,mean_l1,0.9750889679715302
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,cluster_pseudo_diameter,rmse,1.6889846177943444
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_deg_assort,emd,0.02781651738493825
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_deg_assort,mean_l1,0.036702195347201046
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_deg_assort,rmse,0.10298877919262867
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_global_ccoeff,emd,0.05701044871178938
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_global_ccoeff,mean_l1,0.0647465987137855
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_global_ccoeff,rmse,0.1489127927103203
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_local_ccoeff,emd,0.1039966412597931
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_local_ccoeff,mean_l1,0.11203327582703991
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_local_ccoeff,rmse,0.24042510409060147
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_mean_degree,emd,0.057077986772099826
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_mean_degree,mean_l1,0.07102905145674672
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_mean_degree,rmse,0.20694369528079068
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_mean_kcore,emd,0.1912910077317313
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_mean_kcore,mean_l1,0.19175041227276848
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_mean_kcore,rmse,0.42464812833608884
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_n_concomp,emd,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_n_concomp,mean_l1,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_n_concomp,rmse,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_frac_giant_ccomp,emd,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_frac_giant_ccomp,mean_l1,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_frac_giant_ccomp,rmse,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_pseudo_diameter,emd,1.2179962894248608
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_pseudo_diameter,mean_l1,1.25139146567718
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_pseudo_diameter,rmse,3.277941115881076
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_deg_assort,emd,0.027379273713762427
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_deg_assort,mean_l1,0.03602035143280883
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_deg_assort,rmse,0.10162154675936325
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_global_ccoeff,emd,0.05607085548363927
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_global_ccoeff,mean_l1,0.06347163149365498
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_global_ccoeff,rmse,0.14605621551696144
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_local_ccoeff,emd,0.10336575200391532
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_local_ccoeff,mean_l1,0.11098416351601079
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_local_ccoeff,rmse,0.2391468249927005
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_mean_degree,emd,0.056041435253430964
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_mean_degree,mean_l1,0.06999249993807788
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_mean_degree,rmse,0.20275222651975403
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_mean_kcore,emd,0.18770125305528898
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_mean_kcore,mean_l1,0.1881606575963262
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_mean_kcore,rmse,0.41308679646909685
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_n_concomp,emd,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_n_concomp,mean_l1,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_n_concomp,rmse,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_frac_giant_ccomp,emd,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_frac_giant_ccomp,mean_l1,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_frac_giant_ccomp,rmse,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_pseudo_diameter,emd,1.2235621521335807
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_pseudo_diameter,mean_l1,1.2588126159554731
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_pseudo_diameter,rmse,3.294595563310996
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_deg_assort,emd,0.028514962090808182
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_deg_assort,mean_l1,0.037841962543592685
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_deg_assort,rmse,0.10957183225988125
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_global_ccoeff,emd,0.05490990104104723
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_global_ccoeff,mean_l1,0.0623870874496894
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_global_ccoeff,rmse,0.14400416784446377
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_local_ccoeff,emd,0.10129113387353939
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_local_ccoeff,mean_l1,0.10913340498111664
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_local_ccoeff,rmse,0.23550272515266854
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_mean_degree,emd,0.056599369486814724
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_mean_degree,mean_l1,0.0705504341714616
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_mean_degree,rmse,0.20626635618887654
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_mean_kcore,emd,0.18930127322198848
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_mean_kcore,mean_l1,0.18938962024911096
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_mean_kcore,rmse,0.41861347441634134
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_n_concomp,emd,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_n_concomp,mean_l1,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_n_concomp,rmse,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_frac_giant_ccomp,emd,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_frac_giant_ccomp,mean_l1,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_frac_giant_ccomp,rmse,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_pseudo_diameter,emd,1.222634508348794
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_pseudo_diameter,mean_l1,1.2597402597402598
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_pseudo_diameter,rmse,3.2978319746219014
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_deg_assort,emd,0.02718141018487183
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_deg_assort,mean_l1,0.03728161764785596
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_deg_assort,rmse,0.10603496821925087
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_global_ccoeff,emd,0.05568629214412701
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_global_ccoeff,mean_l1,0.06352680623608147
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_global_ccoeff,rmse,0.147599751585294
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_local_ccoeff,emd,0.1022886154907536
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_local_ccoeff,mean_l1,0.1107492208382402
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_local_ccoeff,rmse,0.23899598687005258
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_mean_degree,emd,0.059029145224335514
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_mean_degree,mean_l1,0.0729802099089824
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_mean_degree,rmse,0.2188667135096042
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_mean_kcore,emd,0.1917851746350619
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_mean_kcore,mean_l1,0.19187352166218438
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_mean_kcore,rmse,0.4248073810204137
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_n_concomp,emd,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_n_concomp,mean_l1,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_n_concomp,rmse,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_frac_giant_ccomp,emd,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_frac_giant_ccomp,mean_l1,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_frac_giant_ccomp,rmse,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_pseudo_diameter,emd,1.2179962894248608
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_pseudo_diameter,mean_l1,1.2551020408163265
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_pseudo_diameter,rmse,3.2813353089890938
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_deg_assort,emd,0.028809766051606258
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_deg_assort,mean_l1,0.03669974638653648
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_deg_assort,rmse,0.10816514572489394
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_global_ccoeff,emd,0.05509242856667143
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_global_ccoeff,mean_l1,0.06273068025914814
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_global_ccoeff,rmse,0.1451491864614134
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_local_ccoeff,emd,0.1019989658330289
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_local_ccoeff,mean_l1,0.11012100252649416
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_local_ccoeff,rmse,0.23717523766908052
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_mean_degree,emd,0.05919763727923434
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_mean_degree,mean_l1,0.07314870196388125
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_mean_degree,rmse,0.2177062228532381
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_mean_kcore,emd,0.19139791512109305
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_mean_kcore,mean_l1,0.1914862621482156
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_mean_kcore,rmse,0.42346285725504823
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_n_concomp,emd,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_n_concomp,mean_l1,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_n_concomp,rmse,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_frac_giant_ccomp,emd,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_frac_giant_ccomp,mean_l1,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_frac_giant_ccomp,rmse,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_pseudo_diameter,emd,1.2226345083487942
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_pseudo_diameter,mean_l1,1.2578849721706864
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,cluster_pseudo_diameter,rmse,3.2958623636085864
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_deg_assort,emd,0.02687796938483526
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_deg_assort,mean_l1,0.03544651006479914
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_deg_assort,rmse,0.10561832345203052
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_global_ccoeff,emd,0.05052261084974838
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_global_ccoeff,mean_l1,0.05802678961678724
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_global_ccoeff,rmse,0.1354282308927913
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_local_ccoeff,emd,0.0957018641541972
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_local_ccoeff,mean_l1,0.10359832980266129
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_local_ccoeff,rmse,0.2277503694831992
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_mean_degree,emd,0.020752543769320942
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_mean_degree,mean_l1,0.03465086051403939
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_mean_degree,rmse,0.1207842031421877
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_mean_kcore,emd,0.16676909837898157
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_mean_kcore,mean_l1,0.16685744540610406
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_mean_kcore,rmse,0.3643880446236688
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_n_concomp,emd,0.0
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_n_concomp,mean_l1,0.0
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_n_concomp,rmse,0.0
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_frac_giant_ccomp,emd,0.0
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_frac_giant_ccomp,mean_l1,0.0
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_frac_giant_ccomp,rmse,0.0
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_pseudo_diameter,emd,1.238404452690167
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_pseudo_diameter,mean_l1,1.2606679035250463
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,1,cluster_pseudo_diameter,rmse,3.311726508565052
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_deg_assort,emd,0.02617413278336818
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_deg_assort,mean_l1,0.03415829217584222
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_deg_assort,rmse,0.09896443249039343
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_global_ccoeff,emd,0.05126617108450576
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_global_ccoeff,mean_l1,0.05878156675720282
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_global_ccoeff,rmse,0.13732824735757732
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_local_ccoeff,emd,0.09664804880018141
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_local_ccoeff,mean_l1,0.10470626757503738
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_local_ccoeff,rmse,0.23019087532404994
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_mean_degree,emd,0.02059980444194278
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_mean_degree,mean_l1,0.034498121186661256
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_mean_degree,rmse,0.12220156754362117
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_mean_kcore,emd,0.169011560056759
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_mean_kcore,mean_l1,0.16909990708388153
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_mean_kcore,rmse,0.3668846675487502
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_n_concomp,emd,0.0
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_n_concomp,mean_l1,0.0
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_n_concomp,rmse,0.0
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_frac_giant_ccomp,emd,0.0
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_frac_giant_ccomp,mean_l1,0.0
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_frac_giant_ccomp,rmse,0.0
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_pseudo_diameter,emd,1.2374768089053803
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_pseudo_diameter,mean_l1,1.2653061224489797
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,2,cluster_pseudo_diameter,rmse,3.3129867584395125
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_deg_assort,emd,0.026583805203982628
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_deg_assort,mean_l1,0.035704563524554055
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_deg_assort,rmse,0.1035148179715044
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_global_ccoeff,emd,0.05165139122915732
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_global_ccoeff,mean_l1,0.05943665178446568
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_global_ccoeff,rmse,0.13802030551868066
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_local_ccoeff,emd,0.0965156337172339
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_local_ccoeff,mean_l1,0.1045581580862889
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_local_ccoeff,rmse,0.2290583036850461
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_mean_degree,emd,0.020088659466175527
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_mean_degree,mean_l1,0.03398697621089399
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_mean_degree,rmse,0.12018746932559599
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_mean_kcore,emd,0.169116951298441
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_mean_kcore,mean_l1,0.16920529832556352
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_mean_kcore,rmse,0.37007855984399923
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_n_concomp,emd,0.0
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_n_concomp,mean_l1,0.0
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_n_concomp,rmse,0.0
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_frac_giant_ccomp,emd,0.0
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_frac_giant_ccomp,mean_l1,0.0
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_frac_giant_ccomp,rmse,0.0
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_pseudo_diameter,emd,1.2393320964749537
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_pseudo_diameter,mean_l1,1.2653061224489797
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,3,cluster_pseudo_diameter,rmse,3.314106578230978
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_deg_assort,emd,0.02412929258703428
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_deg_assort,mean_l1,0.03425962038117665
ec-sbm-v2,leiden-cpm-0.0001,wordnet,146005,656999,4,cluster_deg_assort,rmse,0.10229674789181378
