gen,clustering,net,n_nodes,n_edges,seed,stat,dist_type,value
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,deg_assort,abs_diff,0.08003850763149237
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,deg_assort,rel_diff,-0.798053550624563
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,global_ccoeff,abs_diff,-0.0017984027296770993
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,global_ccoeff,rel_diff,-0.2097279700381652
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,local_ccoeff,abs_diff,-0.010982073250820533
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,local_ccoeff,rel_diff,-2.163920120169249
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,node_coverage,abs_diff,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,node_coverage,rel_diff,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,n_nodes,abs_diff,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,n_nodes,rel_diff,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,n_edges,abs_diff,-397.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,n_edges,rel_diff,-0.001214940400593699
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,n_concomp,abs_diff,72.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,n_concomp,rel_diff,0.9863013698630136
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,mean_degree,abs_diff,-0.005125622950396647
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,mean_degree,rel_diff,-0.0012149404005937657
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,mean_kcore,abs_diff,0.026351124538435577
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,mean_kcore,rel_diff,0.012113766128936465
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,n_clusters,abs_diff,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,n_clusters,rel_diff,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,n_outliers,abs_diff,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,n_outliers,rel_diff,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,n_disconnected_clusters,abs_diff,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,pseudo_diameter,abs_diff,1.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,pseudo_diameter,rel_diff,0.1
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,degree,emd,0.005177266506571132
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,kcore,emd,0.11875435742505236
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,conductance,emd,0.0005800322099207922
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,edge_density,emd,7.403809414964808e-05
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,degree_density,emd,0.003025706409284993
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,mincut,emd,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,modularity,emd,9.381907452576941e-07
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,mixing_parameter,emd,0.014746460951253326
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,concomp_sizes,emd,152785.97260273973
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,local_ccoeff_nodes,emd,0.010982073250820536
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,4,pagerank,emd,1.462206907631395e-07
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,frac_giant_ccomp,abs_diff,-0.001007049345417954
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,frac_giant_ccomp,rel_diff,-0.0010080645161290609
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,deg_assort,abs_diff,0.07846705730393008
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,deg_assort,rel_diff,-0.7703149689382083
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,global_ccoeff,abs_diff,-0.0017738886185139618
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,global_ccoeff,rel_diff,-0.2062794442450463
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,local_ccoeff,abs_diff,-0.010966562339942573
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,local_ccoeff,rel_diff,-2.1542797347516345
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,node_coverage,abs_diff,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,node_coverage,rel_diff,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,n_nodes,abs_diff,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,n_nodes,rel_diff,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,n_edges,abs_diff,-426.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,n_edges,rel_diff,-0.001303804906713677
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,n_concomp,abs_diff,78.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,n_concomp,rel_diff,0.9873417721518988
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,mean_degree,abs_diff,-0.005500038732667356
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,mean_degree,rel_diff,-0.0013038049067137303
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,mean_kcore,abs_diff,0.02601544142329626
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,mean_kcore,rel_diff,0.011961296450195825
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,n_clusters,abs_diff,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,n_clusters,rel_diff,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,n_outliers,abs_diff,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,n_outliers,rel_diff,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,n_disconnected_clusters,abs_diff,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,pseudo_diameter,abs_diff,1.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,pseudo_diameter,rel_diff,0.1
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,degree,emd,0.005564593177886268
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,kcore,emd,0.11812172386190511
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,conductance,emd,0.0006366447021109993
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,edge_density,emd,7.659738491283209e-05
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,degree_density,emd,0.003237252784277262
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,mincut,emd,0.0
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,modularity,emd,1.000191332129688e-06
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,mixing_parameter,emd,0.014942170918770318
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,concomp_sizes,emd,152947.13924050634
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,local_ccoeff_nodes,emd,0.010966562339942584
ec-sbm-v2,leiden-cpm-0.0001+cm(piecewise),douban,154908,327162,5,pagerank,emd,1.4158667046595095e-07
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,frac_giant_ccomp,abs_diff,0.0004999828772987991
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,frac_giant_ccomp,rel_diff,0.0005026925036841931
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,deg_assort,abs_diff,-0.0055180985698726065
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,deg_assort,rel_diff,0.08133637130390417
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,global_ccoeff,abs_diff,-0.0839626697377724
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,global_ccoeff,rel_diff,-7.109058807530102
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,local_ccoeff,abs_diff,-0.5391836317456087
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,local_ccoeff,rel_diff,-8.572681569207582
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,node_coverage,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,node_coverage,rel_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,n_nodes,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,n_nodes,rel_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,n_edges,abs_diff,31.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,n_edges,rel_diff,4.7182016041885454e-05
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,n_concomp,abs_diff,-9.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,n_concomp,rel_diff,-0.03180212014134275
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,mean_degree,abs_diff,0.00042464299167832564
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,mean_degree,rel_diff,4.718201604188084e-05
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,mean_kcore,abs_diff,-0.5707681243793026
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,mean_kcore,rel_diff,-0.12096013330507772
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,n_clusters,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,n_clusters,rel_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,n_outliers,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,n_outliers,rel_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,n_disconnected_clusters,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,pseudo_diameter,abs_diff,-4.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,pseudo_diameter,rel_diff,-0.3333333333333333
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,degree,emd,0.0004246429916781591
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,kcore,emd,0.5931235231670148
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,conductance,emd,0.013469091494229112
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,edge_density,emd,0.005281387679454477
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,degree_density,emd,0.028538993386049913
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,mincut,emd,0.005565862708719949
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,modularity,emd,1.2013402547735486e-05
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,mixing_parameter,emd,0.05552094842133518
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,concomp_sizes,emd,16.22647514400669
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,local_ccoeff_nodes,emd,0.5391836317456087
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,1,pagerank,emd,3.686910478860935e-07
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,frac_giant_ccomp,abs_diff,0.0005890209239409749
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,frac_giant_ccomp,rel_diff,0.0005921600760168424
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,deg_assort,abs_diff,-0.004881927117982146
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,deg_assort,rel_diff,0.0726404082953717
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,global_ccoeff,abs_diff,-0.08391858575647751
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,global_ccoeff,rel_diff,-7.078903822654834
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,local_ccoeff,abs_diff,-0.5391783043845739
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,local_ccoeff,rel_diff,-8.571870815485594
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,node_coverage,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,node_coverage,rel_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,n_nodes,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,n_nodes,rel_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,n_edges,abs_diff,31.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,n_edges,rel_diff,4.7182016041885454e-05
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,n_concomp,abs_diff,-11.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,n_concomp,rel_diff,-0.03914590747330961
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,mean_degree,abs_diff,0.00042464299167832564
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,mean_degree,rel_diff,4.718201604188084e-05
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,mean_kcore,abs_diff,-0.569172288620253
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,mean_kcore,rel_diff,-0.1205811552586484
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,n_clusters,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,n_clusters,rel_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,n_outliers,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,n_outliers,rel_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,n_disconnected_clusters,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,pseudo_diameter,abs_diff,-4.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,pseudo_diameter,rel_diff,-0.3333333333333333
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,degree,emd,0.0004246429916781591
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,kcore,emd,0.5929522961542413
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,conductance,emd,0.013313896062274323
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,edge_density,emd,0.005048968292293344
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,degree_density,emd,0.028020717626715493
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,mincut,emd,0.007421150278293154
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,modularity,emd,1.1914578509890476e-05
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,mixing_parameter,emd,0.05561308945340629
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,concomp_sizes,emd,19.9505801199203
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,local_ccoeff_nodes,emd,0.5391783043845739
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,2,pagerank,emd,3.6756106447595807e-07
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,frac_giant_ccomp,abs_diff,0.0005890209239409749
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,frac_giant_ccomp,rel_diff,0.0005921600760168424
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,deg_assort,abs_diff,-0.004549095697421998
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,deg_assort,rel_diff,0.06802494189886793
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,global_ccoeff,abs_diff,-0.0838631252638807
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,global_ccoeff,rel_diff,-7.0412839797385525
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,local_ccoeff,abs_diff,-0.5389334118337791
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,local_ccoeff,rel_diff,-8.534749098716569
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,node_coverage,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,node_coverage,rel_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,n_nodes,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,n_nodes,rel_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,n_edges,abs_diff,31.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,n_edges,rel_diff,4.7182016041885454e-05
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,n_concomp,abs_diff,-11.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,n_concomp,rel_diff,-0.03914590747330961
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,mean_degree,abs_diff,0.00042464299167832564
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,mean_degree,rel_diff,4.718201604188084e-05
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,mean_kcore,abs_diff,-0.5697750077052159
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,mean_kcore,rel_diff,-0.12072425847964935
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,n_clusters,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,n_clusters,rel_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,n_outliers,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,n_outliers,rel_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,n_disconnected_clusters,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,pseudo_diameter,abs_diff,-5.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,pseudo_diameter,rel_diff,-0.45454545454545453
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,degree,emd,0.0004246429916781591
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,kcore,emd,0.592541351323585
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,conductance,emd,0.01358341958773905
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,edge_density,emd,0.005519522251296226
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,degree_density,emd,0.028299684743407362
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,mincut,emd,0.004638218923933235
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,modularity,emd,1.184115302859013e-05
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,mixing_parameter,emd,0.055354276518306184
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,concomp_sizes,emd,19.9505801199203
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,local_ccoeff_nodes,emd,0.5389334118337791
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,3,pagerank,emd,3.675877886991353e-07
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,frac_giant_ccomp,abs_diff,0.0005890209239409749
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,frac_giant_ccomp,rel_diff,0.0005921600760168424
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,deg_assort,abs_diff,-0.004839787560991932
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,deg_assort,rel_diff,0.0720585764164724
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,global_ccoeff,abs_diff,-0.08400533165515456
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,global_ccoeff,rel_diff,-7.138456163172982
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,local_ccoeff,abs_diff,-0.5397543328398818
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,local_ccoeff,rel_diff,-8.66033743718328
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,node_coverage,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,node_coverage,rel_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,n_nodes,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,n_nodes,rel_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,n_edges,abs_diff,31.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,n_edges,rel_diff,4.7182016041885454e-05
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,n_concomp,abs_diff,-11.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,n_concomp,rel_diff,-0.03914590747330961
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,mean_degree,abs_diff,0.00042464299167832564
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,mean_degree,rel_diff,4.718201604188084e-05
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,mean_kcore,abs_diff,-0.5662408821615701
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,mean_kcore,rel_diff,-0.11988567401432995
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,n_clusters,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,n_clusters,rel_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,n_outliers,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,n_outliers,rel_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,n_disconnected_clusters,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,pseudo_diameter,abs_diff,-4.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,pseudo_diameter,rel_diff,-0.3333333333333333
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,degree,emd,0.0004246429916781591
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,kcore,emd,0.5889387349748295
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,conductance,emd,0.013920264698082012
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,edge_density,emd,0.005440314473732902
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,degree_density,emd,0.029514572612167757
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,mincut,emd,0.004638218923933235
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,modularity,emd,1.227460321688834e-05
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,mixing_parameter,emd,0.05568265137391051
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,concomp_sizes,emd,19.9505801199203
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,local_ccoeff_nodes,emd,0.5397543328398817
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,4,pagerank,emd,3.678702842749414e-07
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,frac_giant_ccomp,abs_diff,0.0006301154070066373
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,frac_giant_ccomp,rel_diff,0.000633447399767305
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,deg_assort,abs_diff,-0.005491434201608789
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,deg_assort,rel_diff,0.08097516619456938
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,global_ccoeff,abs_diff,-0.08390637273699164
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,global_ccoeff,rel_diff,-7.070589322340393
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,local_ccoeff,abs_diff,-0.5391984057963064
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,local_ccoeff,rel_diff,-8.57493070261854
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,node_coverage,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,node_coverage,rel_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,n_nodes,abs_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,n_nodes,rel_diff,0.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,n_edges,abs_diff,31.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,n_edges,rel_diff,4.7182016041885454e-05
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,n_concomp,abs_diff,-12.0
ec-sbm-v1,leiden-cpm-0.0001,wordnet,146005,656999,5,n_concomp,rel_diff,-0.04285714285714286
