config,net,n_nodes,n_edges,bucket,stat,dist_type,value
cptg,sp_infectious,10972,44517,B0,frac_giant_ccomp,abs_diff,0.0
cptg,sp_infectious,10972,44517,B0,deg_assort,abs_diff,0.270008397540589
cptg,sp_infectious,10972,44517,B0,global_ccoeff,abs_diff,0.312517820267474
cptg,sp_infectious,10972,44517,B0,local_ccoeff,abs_diff,0.3154774568055374
cptg,sp_infectious,10972,44517,B0,node_coverage,abs_diff,0.0
cptg,sp_infectious,10972,44517,B0,n_nodes,rel_diff,0.0
cptg,sp_infectious,10972,44517,B0,n_edges,rel_diff,0.000836343679823275
cptg,sp_infectious,10972,44517,B0,n_concomp,rel_diff,0.0
cptg,sp_infectious,10972,44517,B0,mean_degree,rel_diff,0.0008363436798232122
cptg,sp_infectious,10972,44517,B0,mean_kcore,rel_diff,0.0676481872018412
cptg,sp_infectious,10972,44517,B0,n_clusters,rel_diff,0.0
cptg,sp_infectious,10972,44517,B0,pseudo_diameter,rel_diff,3.25
cptg,sp_infectious,10972,44517,B0,degree,emd,0.00678089682829002
cptg,sp_infectious,10972,44517,B0,kcore,emd,0.5760845789281809
cptg,sp_infectious,10972,44517,B0,conductance,emd,0.0
cptg,sp_infectious,10972,44517,B0,edge_density,emd,0.0017118458054802277
cptg,sp_infectious,10972,44517,B0,degree_density,emd,0.007703076074233615
cptg,sp_infectious,10972,44517,B0,mincut,emd,0.009210526315789535
cptg,sp_infectious,10972,44517,B0,modularity,emd,4.803874532009937e-06
cptg,sp_infectious,10972,44517,B0,mixing_parameter,emd,0.0
cptg,sp_infectious,10972,44517,B0,concomp_sizes,emd,0.0
cptg,sp_infectious,10972,44517,B0,local_ccoeff_nodes,emd,0.3154774568055374
cptg,sp_infectious,10972,44517,B0,pagerank,emd,9.040112649815548e-06
cptg,sp_infectious,10972,44517,B0,cluster_deg_assort,rmse,0.24983742091636543
cptg,sp_infectious,10972,44517,B0,cluster_global_ccoeff,rmse,0.20584935860178688
cptg,sp_infectious,10972,44517,B0,cluster_local_ccoeff,rmse,0.20574237683091048
cptg,sp_infectious,10972,44517,B0,cluster_mean_degree,rmse,0.06026915207804335
cptg,sp_infectious,10972,44517,B0,cluster_mean_kcore,rmse,0.3327155429490453
cptg,sp_infectious,10972,44517,B0,cluster_n_concomp,mean_l1,0.0
cptg,sp_infectious,10972,44517,B0,cluster_frac_giant_ccomp,rmse,0.0
cptg,sp_infectious,10972,44517,B0,cluster_pseudo_diameter,mean_l1,1.6697368421052632
cptg,sp_infectious,10972,44517,B0,cluster_deg_assort,emd,0.12010014685389193
cptg,sp_infectious,10972,44517,B0,cluster_global_ccoeff,emd,0.12175655919126119
cptg,sp_infectious,10972,44517,B0,cluster_local_ccoeff,emd,0.12142843313711497
cptg,sp_infectious,10972,44517,B0,cluster_mean_degree,emd,0.01540615214846723
cptg,sp_infectious,10972,44517,B0,cluster_mean_kcore,emd,0.1410859943353988
cptg,sp_infectious,10972,44517,B0,cluster_n_concomp,emd,0.0
cptg,sp_infectious,10972,44517,B0,cluster_frac_giant_ccomp,emd,0.0
cptg,sp_infectious,10972,44517,B0,cluster_pseudo_diameter,emd,1.651315789473684
cptg,wiki_rfa,11381,181906,B0,frac_giant_ccomp,abs_diff,0.0
cptg,wiki_rfa,11381,181906,B0,deg_assort,abs_diff,0.026477215270651458
cptg,wiki_rfa,11381,181906,B0,global_ccoeff,abs_diff,0.07526485420977566
cptg,wiki_rfa,11381,181906,B0,local_ccoeff,abs_diff,0.10651805663848775
cptg,wiki_rfa,11381,181906,B0,node_coverage,abs_diff,0.0
cptg,wiki_rfa,11381,181906,B0,n_nodes,rel_diff,0.0
cptg,wiki_rfa,11381,181906,B0,n_edges,rel_diff,1.099475000687172e-06
cptg,wiki_rfa,11381,181906,B0,n_concomp,rel_diff,0.0
cptg,wiki_rfa,11381,181906,B0,mean_degree,rel_diff,1.0994750006798557e-06
cptg,wiki_rfa,11381,181906,B0,mean_kcore,rel_diff,0.003244544213193476
cptg,wiki_rfa,11381,181906,B0,n_clusters,rel_diff,0.0
cptg,wiki_rfa,11381,181906,B0,n_outliers,rel_diff,0.0
cptg,wiki_rfa,11381,181906,B0,pseudo_diameter,rel_diff,0.09999999999999999
cptg,wiki_rfa,11381,181906,B0,degree,emd,3.514629645899881e-05
cptg,wiki_rfa,11381,181906,B0,kcore,emd,0.32633336262191365
cptg,wiki_rfa,11381,181906,B0,conductance,emd,5.990881828567867e-10
cptg,wiki_rfa,11381,181906,B0,edge_density,emd,5.713714342928507e-10
cptg,wiki_rfa,11381,181906,B0,degree_density,emd,2.8568571714515667e-06
cptg,wiki_rfa,11381,181906,B0,mincut,emd,0.0
cptg,wiki_rfa,11381,181906,B0,modularity,emd,1.4349885149826904e-11
cptg,wiki_rfa,11381,181906,B0,mixing_parameter,emd,0.00047370460387890926
cptg,wiki_rfa,11381,181906,B0,concomp_sizes,emd,0.0
cptg,wiki_rfa,11381,181906,B0,local_ccoeff_nodes,emd,0.10651805663848773
cptg,wiki_rfa,11381,181906,B0,pagerank,emd,6.479246091337536e-06
cptg,wiki_rfa,11381,181906,B0,cluster_deg_assort,rmse,0.010003091619470193
cptg,wiki_rfa,11381,181906,B0,cluster_global_ccoeff,rmse,0.02862815197600676
cptg,wiki_rfa,11381,181906,B0,cluster_local_ccoeff,rmse,0.04601303012223186
cptg,wiki_rfa,11381,181906,B0,cluster_mean_degree,rmse,1.5117067213784517e-05
cptg,wiki_rfa,11381,181906,B0,cluster_mean_kcore,rmse,0.02335586884508545
cptg,wiki_rfa,11381,181906,B0,cluster_n_concomp,mean_l1,0.0
cptg,wiki_rfa,11381,181906,B0,cluster_frac_giant_ccomp,rmse,0.0
cptg,wiki_rfa,11381,181906,B0,cluster_pseudo_diameter,mean_l1,0.42857142857142855
cptg,wiki_rfa,11381,181906,B0,cluster_deg_assort,emd,0.0037808132524160686
cptg,wiki_rfa,11381,181906,B0,cluster_global_ccoeff,emd,0.010820424374839465
cptg,wiki_rfa,11381,181906,B0,cluster_local_ccoeff,emd,0.01739129068170707
cptg,wiki_rfa,11381,181906,B0,cluster_mean_degree,emd,5.713714342903133e-06
cptg,wiki_rfa,11381,181906,B0,cluster_mean_kcore,emd,0.008827688659705353
cptg,wiki_rfa,11381,181906,B0,cluster_n_concomp,emd,0.0
cptg,wiki_rfa,11381,181906,B0,cluster_frac_giant_ccomp,emd,0.0
cptg,wiki_rfa,11381,181906,B0,cluster_pseudo_diameter,emd,0.4285714285714287
cptg,dblp_cite,12590,49636,B0,frac_giant_ccomp,abs_diff,0.0
cptg,dblp_cite,12590,49636,B0,deg_assort,abs_diff,0.012415870990101257
cptg,dblp_cite,12590,49636,B0,global_ccoeff,abs_diff,0.052837720561377435
cptg,dblp_cite,12590,49636,B0,local_ccoeff,abs_diff,0.10545316512874293
cptg,dblp_cite,12590,49636,B0,node_coverage,abs_diff,0.0
cptg,dblp_cite,12590,49636,B0,n_nodes,rel_diff,0.0
cptg,dblp_cite,12590,49636,B0,n_edges,rel_diff,8.462404191908288e-05
cptg,dblp_cite,12590,49636,B0,n_concomp,rel_diff,0.0
cptg,dblp_cite,12590,49636,B0,mean_degree,rel_diff,8.462404191907033e-05
cptg,dblp_cite,12590,49636,B0,mean_kcore,rel_diff,0.03236700287433925
cptg,dblp_cite,12590,49636,B0,n_clusters,rel_diff,0.0
cptg,dblp_cite,12590,49636,B0,n_outliers,rel_diff,0.0
cptg,dblp_cite,12590,49636,B0,pseudo_diameter,rel_diff,0.04444444444444444
cptg,dblp_cite,12590,49636,B0,degree,emd,0.0006671961874504917
cptg,dblp_cite,12590,49636,B0,kcore,emd,0.2881175536139793
cptg,dblp_cite,12590,49636,B0,conductance,emd,0.00017067514714562965
cptg,dblp_cite,12590,49636,B0,edge_density,emd,9.74876831497343e-05
cptg,dblp_cite,12590,49636,B0,degree_density,emd,0.0009134077569869896
cptg,dblp_cite,12590,49636,B0,mincut,emd,0.0
cptg,dblp_cite,12590,49636,B0,modularity,emd,1.3371714848477938e-06
cptg,dblp_cite,12590,49636,B0,mixing_parameter,emd,0.002672908105760514
cptg,dblp_cite,12590,49636,B0,concomp_sizes,emd,0.0
cptg,dblp_cite,12590,49636,B0,local_ccoeff_nodes,emd,0.10545316512874295
cptg,dblp_cite,12590,49636,B0,pagerank,emd,4.835086361988085e-06
cptg,dblp_cite,12590,49636,B0,cluster_deg_assort,rmse,0.04551977164797658
cptg,dblp_cite,12590,49636,B0,cluster_global_ccoeff,rmse,0.01229619389087827
cptg,dblp_cite,12590,49636,B0,cluster_local_ccoeff,rmse,0.017826560627541566
cptg,dblp_cite,12590,49636,B0,cluster_mean_degree,rmse,0.012859688107674972
cptg,dblp_cite,12590,49636,B0,cluster_mean_kcore,rmse,0.027012973406784428
cptg,dblp_cite,12590,49636,B0,cluster_n_concomp,mean_l1,0.0
cptg,dblp_cite,12590,49636,B0,cluster_frac_giant_ccomp,rmse,0.0
cptg,dblp_cite,12590,49636,B0,cluster_pseudo_diameter,mean_l1,0.2683333333333333
cptg,dblp_cite,12590,49636,B0,cluster_deg_assort,emd,0.004785925585567564
cptg,dblp_cite,12590,49636,B0,cluster_global_ccoeff,emd,0.0014890724617122155
cptg,dblp_cite,12590,49636,B0,cluster_local_ccoeff,emd,0.0009910469323456113
cptg,dblp_cite,12590,49636,B0,cluster_mean_degree,emd,0.001826815513973985
cptg,dblp_cite,12590,49636,B0,cluster_mean_kcore,emd,0.004601930359284043
cptg,dblp_cite,12590,49636,B0,cluster_n_concomp,emd,0.0
cptg,dblp_cite,12590,49636,B0,cluster_frac_giant_ccomp,emd,0.0
cptg,dblp_cite,12590,49636,B0,cluster_pseudo_diameter,emd,0.2516666666666663
cptg,anybeat,12645,49132,B0,frac_giant_ccomp,abs_diff,0.0
cptg,anybeat,12645,49132,B0,deg_assort,abs_diff,0.0016285279044498141
cptg,anybeat,12645,49132,B0,global_ccoeff,abs_diff,0.0025979750948530527
cptg,anybeat,12645,49132,B0,local_ccoeff,abs_diff,0.0369719629834352
cptg,anybeat,12645,49132,B0,node_coverage,abs_diff,0.0
cptg,anybeat,12645,49132,B0,n_nodes,rel_diff,0.0
cptg,anybeat,12645,49132,B0,n_edges,rel_diff,0.00728215144510076
cptg,anybeat,12645,49132,B0,n_concomp,rel_diff,0.0
cptg,anybeat,12645,49132,B0,mean_degree,rel_diff,0.0072821514451007685
cptg,anybeat,12645,49132,B0,mean_kcore,rel_diff,0.012153224985375844
cptg,anybeat,12645,49132,B0,n_clusters,rel_diff,0.0
cptg,anybeat,12645,49132,B0,n_outliers,rel_diff,0.0
cptg,anybeat,12645,49132,B0,pseudo_diameter,rel_diff,0.0
cptg,anybeat,12645,49132,B0,degree,emd,0.05621194147886503
cptg,anybeat,12645,49132,B0,kcore,emd,0.1625939106366153
cptg,anybeat,12645,49132,B0,conductance,emd,0.0010197037173157758
cptg,anybeat,12645,49132,B0,edge_density,emd,0.002627430043819531
cptg,anybeat,12645,49132,B0,degree_density,emd,0.0064615348953779685
cptg,anybeat,12645,49132,B0,mincut,emd,0.0
cptg,anybeat,12645,49132,B0,modularity,emd,3.6974305289831695e-06
cptg,anybeat,12645,49132,B0,mixing_parameter,emd,0.005875217209842021
cptg,anybeat,12645,49132,B0,concomp_sizes,emd,0.0
cptg,anybeat,12645,49132,B0,local_ccoeff_nodes,emd,0.0422681839037904
cptg,anybeat,12645,49132,B0,pagerank,emd,7.578990638188749e-06
cptg,anybeat,12645,49132,B0,cluster_deg_assort,rmse,0.0565140326058511
cptg,anybeat,12645,49132,B0,cluster_global_ccoeff,rmse,0.05115112788308251
cptg,anybeat,12645,49132,B0,cluster_local_ccoeff,rmse,0.05364777757922112
cptg,anybeat,12645,49132,B0,cluster_mean_degree,rmse,0.07091688752997831
cptg,anybeat,12645,49132,B0,cluster_mean_kcore,rmse,0.07954067315859462
cptg,anybeat,12645,49132,B0,cluster_n_concomp,mean_l1,0.0
cptg,anybeat,12645,49132,B0,cluster_frac_giant_ccomp,rmse,0.0
cptg,anybeat,12645,49132,B0,cluster_pseudo_diameter,mean_l1,0.09895470383275262
cptg,anybeat,12645,49132,B0,cluster_deg_assort,emd,0.010117090984895879
cptg,anybeat,12645,49132,B0,cluster_global_ccoeff,emd,0.008934092678309127
cptg,anybeat,12645,49132,B0,cluster_local_ccoeff,emd,0.008919529363477867
cptg,anybeat,12645,49132,B0,cluster_mean_degree,emd,0.012923069790755935
cptg,anybeat,12645,49132,B0,cluster_mean_kcore,emd,0.013916438808889878
cptg,anybeat,12645,49132,B0,cluster_n_concomp,emd,0.0
cptg,anybeat,12645,49132,B0,cluster_frac_giant_ccomp,emd,0.0
cptg,anybeat,12645,49132,B0,cluster_pseudo_diameter,emd,0.0780487804878049
cptg,chicago_road,12979,20627,B0,frac_giant_ccomp,abs_diff,0.0
cptg,chicago_road,12979,20627,B0,deg_assort,abs_diff,0.26672608779504364
cptg,chicago_road,12979,20627,B0,global_ccoeff,abs_diff,0.042337604450394896
cptg,chicago_road,12979,20627,B0,local_ccoeff,abs_diff,0.03503292865031057
cptg,chicago_road,12979,20627,B0,node_coverage,abs_diff,0.0
cptg,chicago_road,12979,20627,B0,n_nodes,rel_diff,0.0
cptg,chicago_road,12979,20627,B0,n_edges,rel_diff,0.0004462271089176039
cptg,chicago_road,12979,20627,B0,n_concomp,rel_diff,0.0
cptg,chicago_road,12979,20627,B0,mean_degree,rel_diff,0.00044622710891762627
cptg,chicago_road,12979,20627,B0,mean_kcore,rel_diff,0.031756144997361666
cptg,chicago_road,12979,20627,B0,n_clusters,rel_diff,0.0
cptg,chicago_road,12979,20627,B0,pseudo_diameter,rel_diff,1.881618460565829
cptg,chicago_road,12979,20627,B0,degree,emd,0.0014176747052932093
cptg,chicago_road,12979,20627,B0,kcore,emd,0.061283611988597005
cptg,chicago_road,12979,20627,B0,conductance,emd,1.7877680835646424e-05
cptg,chicago_road,12979,20627,B0,edge_density,emd,5.322824176858421e-06
cptg,chicago_road,12979,20627,B0,degree_density,emd,0.0009071845750996115
cptg,chicago_road,12979,20627,B0,mincut,emd,0.0
cptg,chicago_road,12979,20627,B0,modularity,emd,2.0947752891116694e-05
cptg,chicago_road,12979,20627,B0,mixing_parameter,emd,0.002971540106912614
cptg,chicago_road,12979,20627,B0,concomp_sizes,emd,0.0
cptg,chicago_road,12979,20627,B0,local_ccoeff_nodes,emd,0.03506374766564304
cptg,chicago_road,12979,20627,B0,pagerank,emd,2.5468403460715717e-06
cptg,chicago_road,12979,20627,B0,cluster_deg_assort,rmse,0.2811836891270955
cptg,chicago_road,12979,20627,B0,cluster_global_ccoeff,rmse,0.04648789323589518
cptg,chicago_road,12979,20627,B0,cluster_local_ccoeff,rmse,0.04014993510704425
cptg,chicago_road,12979,20627,B0,cluster_mean_degree,rmse,0.0032297317436618383
cptg,chicago_road,12979,20627,B0,cluster_mean_kcore,rmse,0.11271050428041003
cptg,chicago_road,12979,20627,B0,cluster_n_concomp,mean_l1,0.0
cptg,chicago_road,12979,20627,B0,cluster_frac_giant_ccomp,rmse,0.0
cptg,chicago_road,12979,20627,B0,cluster_pseudo_diameter,mean_l1,19.144
cptg,chicago_road,12979,20627,B0,cluster_deg_assort,emd,0.24563448462441845
cptg,chicago_road,12979,20627,B0,cluster_global_ccoeff,emd,0.044264037285089555
cptg,chicago_road,12979,20627,B0,cluster_local_ccoeff,emd,0.03828339503937815
cptg,chicago_road,12979,20627,B0,cluster_mean_degree,emd,0.0018143691501992054
cptg,chicago_road,12979,20627,B0,cluster_mean_kcore,emd,0.029389629385050468
cptg,chicago_road,12979,20627,B0,cluster_n_concomp,emd,0.0
cptg,chicago_road,12979,20627,B0,cluster_frac_giant_ccomp,emd,0.0
cptg,chicago_road,12979,20627,B0,cluster_pseudo_diameter,emd,19.144
cptg,foldoc,13356,91471,B0,frac_giant_ccomp,abs_diff,0.0
cptg,foldoc,13356,91471,B0,deg_assort,abs_diff,0.042212539306809786
cptg,foldoc,13356,91471,B0,global_ccoeff,abs_diff,0.10886202702115644
cptg,foldoc,13356,91471,B0,local_ccoeff,abs_diff,0.33480005654341527
cptg,foldoc,13356,91471,B0,node_coverage,abs_diff,0.0
cptg,foldoc,13356,91471,B0,n_nodes,rel_diff,0.0
cptg,foldoc,13356,91471,B0,n_edges,rel_diff,0.0
cptg,foldoc,13356,91471,B0,n_concomp,rel_diff,0.0
cptg,foldoc,13356,91471,B0,mean_degree,rel_diff,0.0
cptg,foldoc,13356,91471,B0,mean_kcore,rel_diff,0.004104903959207811
cptg,foldoc,13356,91471,B0,n_clusters,rel_diff,0.0
cptg,foldoc,13356,91471,B0,pseudo_diameter,rel_diff,0.35333333333333333
cptg,foldoc,13356,91471,B0,degree,emd,0.0
cptg,foldoc,13356,91471,B0,kcore,emd,0.6305780173704703
cptg,foldoc,13356,91471,B0,conductance,emd,0.0
cptg,foldoc,13356,91471,B0,edge_density,emd,0.0
cptg,foldoc,13356,91471,B0,degree_density,emd,0.0
cptg,foldoc,13356,91471,B0,mincut,emd,0.0
cptg,foldoc,13356,91471,B0,modularity,emd,0.0
cptg,foldoc,13356,91471,B0,mixing_parameter,emd,0.0
cptg,foldoc,13356,91471,B0,concomp_sizes,emd,0.0
cptg,foldoc,13356,91471,B0,local_ccoeff_nodes,emd,0.3348000565434153
cptg,foldoc,13356,91471,B0,pagerank,emd,2.907478691235848e-06
cptg,foldoc,13356,91471,B0,cluster_deg_assort,rmse,0.0422125393068097
cptg,foldoc,13356,91471,B0,cluster_global_ccoeff,rmse,0.10886202702115645
cptg,foldoc,13356,91471,B0,cluster_local_ccoeff,rmse,0.33480005654341527
cptg,foldoc,13356,91471,B0,cluster_mean_degree,rmse,0.0
cptg,foldoc,13356,91471,B0,cluster_mean_kcore,rmse,0.03144654088050345
cptg,foldoc,13356,91471,B0,cluster_n_concomp,mean_l1,0.0
cptg,foldoc,13356,91471,B0,cluster_frac_giant_ccomp,rmse,0.0
cptg,foldoc,13356,91471,B0,cluster_pseudo_diameter,mean_l1,1.8
cptg,foldoc,13356,91471,B0,cluster_deg_assort,emd,0.0422125393068097
cptg,foldoc,13356,91471,B0,cluster_global_ccoeff,emd,0.10886202702115645
cptg,foldoc,13356,91471,B0,cluster_local_ccoeff,emd,0.33480005654341527
cptg,foldoc,13356,91471,B0,cluster_mean_degree,emd,0.0
cptg,foldoc,13356,91471,B0,cluster_mean_kcore,emd,0.03144654088050345
cptg,foldoc,13356,91471,B0,cluster_n_concomp,emd,0.0
cptg,foldoc,13356,91471,B0,cluster_frac_giant_ccomp,emd,0.0
cptg,foldoc,13356,91471,B0,cluster_pseudo_diameter,emd,1.8
cptg,inploid,14629,49485,B0,frac_giant_ccomp,abs_diff,0.0
cptg,inploid,14629,49485,B0,deg_assort,abs_diff,0.00019769339497440196
cptg,inploid,14629,49485,B0,global_ccoeff,abs_diff,0.0026691192296917432
cptg,inploid,14629,49485,B0,local_ccoeff,abs_diff,0.07313152049642321
cptg,inploid,14629,49485,B0,node_coverage,abs_diff,0.0
cptg,inploid,14629,49485,B0,n_nodes,rel_diff,0.0
cptg,inploid,14629,49485,B0,n_edges,rel_diff,0.004306644215288067
cptg,inploid,14629,49485,B0,n_concomp,rel_diff,0.0
cptg,inploid,14629,49485,B0,mean_degree,rel_diff,0.004306644215288074
cptg,inploid,14629,49485,B0,mean_kcore,rel_diff,0.005284178836344235
cptg,inploid,14629,49485,B0,n_clusters,rel_diff,0.0
cptg,inploid,14629,49485,B0,n_outliers,rel_diff,0.0
cptg,inploid,14629,49485,B0,pseudo_diameter,rel_diff,0.18222222222222223
cptg,inploid,14629,49485,B0,degree,emd,0.029010868822190006
cptg,inploid,14629,49485,B0,kcore,emd,0.06288878255519846
cptg,inploid,14629,49485,B0,conductance,emd,0.0008415658753505843
cptg,inploid,14629,49485,B0,edge_density,emd,0.0015880468424401203
cptg,inploid,14629,49485,B0,degree_density,emd,0.005981985507972538
cptg,inploid,14629,49485,B0,mincut,emd,0.0
cptg,inploid,14629,49485,B0,modularity,emd,5.302633279820214e-06
cptg,inploid,14629,49485,B0,mixing_parameter,emd,0.006735107932503521
cptg,inploid,14629,49485,B0,concomp_sizes,emd,0.0
cptg,inploid,14629,49485,B0,local_ccoeff_nodes,emd,0.07313152049642321
cptg,inploid,14629,49485,B0,pagerank,emd,4.799598460702255e-06
cptg,inploid,14629,49485,B0,cluster_deg_assort,rmse,0.07358671464537804
cptg,inploid,14629,49485,B0,cluster_global_ccoeff,rmse,0.04094649326436725
cptg,inploid,14629,49485,B0,cluster_local_ccoeff,rmse,0.05541722496207389
cptg,inploid,14629,49485,B0,cluster_mean_degree,rmse,0.07229468499881596
cptg,inploid,14629,49485,B0,cluster_mean_kcore,rmse,0.053972232035603314
cptg,inploid,14629,49485,B0,cluster_n_concomp,mean_l1,0.0
cptg,inploid,14629,49485,B0,cluster_frac_giant_ccomp,rmse,0.0
cptg,inploid,14629,49485,B0,cluster_pseudo_diameter,mean_l1,0.18585365853658536
cptg,inploid,14629,49485,B0,cluster_deg_assort,emd,0.014481165696902668
cptg,inploid,14629,49485,B0,cluster_global_ccoeff,emd,0.0012500948504362047
cptg,inploid,14629,49485,B0,cluster_local_ccoeff,emd,0.0037316438617530315
cptg,inploid,14629,49485,B0,cluster_mean_degree,emd,0.011963971015945077
cptg,inploid,14629,49485,B0,cluster_mean_kcore,emd,0.008870798599699968
cptg,inploid,14629,49485,B0,cluster_n_concomp,emd,0.0
cptg,inploid,14629,49485,B0,cluster_frac_giant_ccomp,emd,0.0
cptg,inploid,14629,49485,B0,cluster_pseudo_diameter,emd,0.1634146341463416
cptg,google,15763,148585,B0,frac_giant_ccomp,abs_diff,0.0
cptg,google,15763,148585,B0,deg_assort,abs_diff,0.010216721440377937
cptg,google,15763,148585,B0,global_ccoeff,abs_diff,0.002258308922263089
cptg,google,15763,148585,B0,local_ccoeff,abs_diff,0.23860875891730365
cptg,google,15763,148585,B0,node_coverage,abs_diff,0.0
cptg,google,15763,148585,B0,n_nodes,rel_diff,0.0
cptg,google,15763,148585,B0,n_edges,rel_diff,0.017309712283785146
cptg,google,15763,148585,B0,n_concomp,rel_diff,0.0
cptg,google,15763,148585,B0,mean_degree,rel_diff,0.017309712283785042
cptg,google,15763,148585,B0,mean_kcore,rel_diff,0.22827619207013877
cptg,google,15763,148585,B0,n_clusters,rel_diff,0.0
cptg,google,15763,148585,B0,n_outliers,rel_diff,0.0
cptg,google,15763,148585,B0,pseudo_diameter,rel_diff,0.0
cptg,google,15763,148585,B0,degree,emd,0.3209033813361142
cptg,google,15763,148585,B0,kcore,emd,2.5128465393643364
cptg,google,15763,148585,B0,conductance,emd,0.00014708305775121058
cptg,google,15763,148585,B0,edge_density,emd,8.879201763063044e-05
cptg,google,15763,148585,B0,degree_density,emd,0.003117513804818408
cptg,google,15763,148585,B0,mincut,emd,0.0
cptg,google,15763,148585,B0,modularity,emd,8.353572626960814e-06
cptg,google,15763,148585,B0,mixing_parameter,emd,0.0004512625477594761
cptg,google,15763,148585,B0,concomp_sizes,emd,0.0
cptg,google,15763,148585,B0,local_ccoeff_nodes,emd,0.2517615427354404
cptg,google,15763,148585,B0,pagerank,emd,5.533234099787881e-06
cptg,google,15763,148585,B0,cluster_deg_assort,rmse,0.006601018482124089
cptg,google,15763,148585,B0,cluster_global_ccoeff,rmse,0.0027984240260423305
cptg,google,15763,148585,B0,cluster_local_ccoeff,rmse,0.10735245291866212
cptg,google,15763,148585,B0,cluster_mean_degree,rmse,0.046200810496869416
cptg,google,15763,148585,B0,cluster_mean_kcore,rmse,0.2763233093066327
cptg,google,15763,148585,B0,cluster_n_concomp,mean_l1,0.0
cptg,google,15763,148585,B0,cluster_frac_giant_ccomp,rmse,0.0
cptg,google,15763,148585,B0,cluster_pseudo_diameter,mean_l1,0.04081632653061224
cptg,google,15763,148585,B0,cluster_deg_assort,emd,0.0007844325555562993
cptg,google,15763,148585,B0,cluster_global_ccoeff,emd,0.00033777259119499846
cptg,google,15763,148585,B0,cluster_local_ccoeff,emd,0.006870051377864525
cptg,google,15763,148585,B0,cluster_mean_degree,emd,0.0062350276096368226
cptg,google,15763,148585,B0,cluster_mean_kcore,emd,0.03001578671430517
cptg,google,15763,148585,B0,cluster_n_concomp,emd,0.0
cptg,google,15763,148585,B0,cluster_frac_giant_ccomp,emd,0.0
cptg,google,15763,148585,B0,cluster_pseudo_diameter,emd,0.04081632653061229
cptg,marvel_universe,19251,95497,B0,frac_giant_ccomp,abs_diff,0.0
cptg,marvel_universe,19251,95497,B0,deg_assort,abs_diff,0.07571027239583698
cptg,marvel_universe,19251,95497,B0,global_ccoeff,abs_diff,0.018373911774801487
cptg,marvel_universe,19251,95497,B0,local_ccoeff,abs_diff,0.07904837896219599
cptg,marvel_universe,19251,95497,B0,node_coverage,abs_diff,0.0
cptg,marvel_universe,19251,95497,B0,n_nodes,rel_diff,0.0
cptg,marvel_universe,19251,95497,B0,n_edges,rel_diff,0.0006664346899949824
cptg,marvel_universe,19251,95497,B0,n_concomp,rel_diff,0.0
cptg,marvel_universe,19251,95497,B0,mean_degree,rel_diff,0.000666434689994894
cptg,marvel_universe,19251,95497,B0,mean_kcore,rel_diff,0.007639686834160368
cptg,marvel_universe,19251,95497,B0,n_clusters,rel_diff,0.0
cptg,marvel_universe,19251,95497,B0,n_outliers,rel_diff,0.0
cptg,marvel_universe,19251,95497,B0,pseudo_diameter,rel_diff,0.20545454545454545
cptg,marvel_universe,19251,95497,B0,degree,emd,0.007106124357176363
cptg,marvel_universe,19251,95497,B0,kcore,emd,0.32635187782452857
cptg,marvel_universe,19251,95497,B0,conductance,emd,0.0013743613306351887
cptg,marvel_universe,19251,95497,B0,edge_density,emd,0.004419737202897077
cptg,marvel_universe,19251,95497,B0,degree_density,emd,0.011173397245519287
cptg,marvel_universe,19251,95497,B0,mincut,emd,0.003039513677811523
cptg,marvel_universe,19251,95497,B0,modularity,emd,3.8064931544074955e-06
cptg,marvel_universe,19251,95497,B0,mixing_parameter,emd,0.009302894145636398
cptg,marvel_universe,19251,95497,B0,concomp_sizes,emd,0.0
cptg,marvel_universe,19251,95497,B0,local_ccoeff_nodes,emd,0.07904837896219598
cptg,marvel_universe,19251,95497,B0,pagerank,emd,1.4687497384451779e-06
cptg,marvel_universe,19251,95497,B0,cluster_deg_assort,rmse,0.14972225723131768
cptg,marvel_universe,19251,95497,B0,cluster_global_ccoeff,rmse,0.1376777966503155
cptg,marvel_universe,19251,95497,B0,cluster_local_ccoeff,rmse,0.17158590420804795
cptg,marvel_universe,19251,95497,B0,cluster_mean_degree,rmse,0.12446602347724003
cptg,marvel_universe,19251,95497,B0,cluster_mean_kcore,rmse,0.16184408854943585
cptg,marvel_universe,19251,95497,B0,cluster_n_concomp,mean_l1,0.0
cptg,marvel_universe,19251,95497,B0,cluster_frac_giant_ccomp,rmse,0.0
cptg,marvel_universe,19251,95497,B0,cluster_pseudo_diameter,mean_l1,0.3446808510638298
cptg,marvel_universe,19251,95497,B0,cluster_deg_assort,emd,0.03202659948990895
cptg,marvel_universe,19251,95497,B0,cluster_global_ccoeff,emd,0.05127627314500568
cptg,marvel_universe,19251,95497,B0,cluster_local_ccoeff,emd,0.06404104132382943
cptg,marvel_universe,19251,95497,B0,cluster_mean_degree,emd,0.022346794491038578
cptg,marvel_universe,19251,95497,B0,cluster_mean_kcore,emd,0.051083248042956525
cptg,marvel_universe,19251,95497,B0,cluster_n_concomp,emd,0.0
cptg,marvel_universe,19251,95497,B0,cluster_frac_giant_ccomp,emd,0.0
cptg,marvel_universe,19251,95497,B0,cluster_pseudo_diameter,emd,0.2765957446808508
cptg,fly_hemibrain,21739,2897925,B0,frac_giant_ccomp,abs_diff,0.0
